,fields.categorieentreprise,fields.etatadministratifunitelegale,fields.geolocetablissement,fields.trancheeffectifsunitelegale,fields.trancheeffectifsunitelegaletriable,fields.siretsiegeunitelegale,fields.siret,fields.etablissementsiege,fields.sectionunitelegale,fields.codepostaletablissement,fields.caractereemployeurunitelegale,fields.datecreationunitelegale,fields.datecreationetablissement,fields.denominationunitelegale,geometry.type,geometry.coordinates
10954,PME,Active,"[48.890182, 2.326926]",1 ou 2 salariés,01,53775282600025,53775282600017,non,"Arts, spectacles et activités récréatives",75018.0,Oui,2011-09-21,2011-09-21,ODE ET LYRE,Point,"[2.326926, 48.890182]"
10955,PME,Active,"[48.857314, 2.364569]",Etablissement non employeur,-1,79942296900011,79942296900011,oui,Autres activités de services,75003.0,Oui,2013-12-16,2013-12-16,MUSE POUR LA VALORISATION ET LA PRESERVATION CULTURELLE,Point,"[2.364569, 48.857314]"
10956,PME,Active,"[48.885708, 2.278571]",1 ou 2 salariés,01,53770507100018,53770507100018,oui,Autres activités de services,92200.0,Oui,2010-04-27,2010-04-27,"UN STAGE, ET APRES ?",Point,"[2.278571, 48.885708]"
10957,PME,Active,"[47.396925, 0.688227]",1 ou 2 salariés,01,53123789900012,53123789900012,oui,"Arts, spectacles et activités récréatives",37000.0,Oui,2011-02-16,2011-02-16,L'ARC ELECTRIQUE,Point,"[0.688227, 47.396925]"
10958,PME,Active,"[47.91171, 1.91294]",1 ou 2 salariés,01,53489556000017,53489556000017,oui,"Arts, spectacles et activités récréatives",45000.0,Oui,2011-08-31,2011-08-31,THEATRE CHARBON,Point,"[1.91294, 47.91171]"
10959,PME,Active,"[48.855318, 2.443873]",0 salarié,00,40903429500017,40903429500017,oui,"Arts, spectacles et activités récréatives",93100.0,Oui,1996-02-06,1996-02-06,ASSOCIATION CHAMBOUL'TOUT,Point,"[2.443873, 48.855318]"
10960,PME,Active,"[48.839869, 2.185209]",Etablissement non employeur,-1,39067834000022,39067834000014,non,"Arts, spectacles et activités récréatives",92380.0,Oui,1993-01-21,1993-01-21,VALSEZ CASSIS COMPAGNIE,Point,"[2.185209, 48.839869]"
10961,PME,Active,"[48.861266, 2.378502]",,,53793907600023,53793907600023,oui,Enseignement,75011.0,Oui,2011-10-01,2015-09-10,MUSIDRAMA,Point,"[2.378502, 48.861266]"
10962,,Active,"[43.459303, 6.752883]",,,80409011600026,80409011600026,oui,Autres activités de services,83600.0,Non,2014-07-16,2018-06-26,ENDOMIND FRANCE,Point,"[6.752883, 43.459303]"
10963,PME,Active,"[48.879334, 2.320113]",0 salarié,00,82798986400026,82798986400018,non,Autres activités de services,75008.0,Oui,2016-06-20,2016-06-20,TIME TO START,Point,"[2.320113, 48.879334]"
10964,,Active,"[48.861615, 2.376005]",,,79420333100010,79420333100010,oui,"Arts, spectacles et activités récréatives",75011.0,Non,2013-06-19,2013-06-19,THIEL DIFFUSION,Point,"[2.376005, 48.861615]"
10965,PME,Active,"[48.876533, 2.356483]",3 à 5 salariés,02,39920102900044,39920102900036,non,Enseignement,75010.0,Oui,1994-10-01,2003-11-01,INSTITUT EUROPEEN RECHERCHE ET FORMATION,Point,"[2.356483, 48.876533]"
10966,,Active,"[48.845669, 2.415543]",,,53516922100012,53516922100012,oui,Enseignement,75012.0,Non,2011-06-09,2011-06-09,ASSOCIATION SPORT ET BUDO,Point,"[2.415543, 48.845669]"
10967,,Active,"[48.863854, 2.407306]",,,53517930300016,53517930300016,oui,Autres activités de services,75020.0,Non,2011-06-01,2011-06-01,ASSOCIATION A.O.C.C.A.M.,Point,"[2.407306, 48.863854]"
10968,PME,Active,"[48.856543, 2.28418]",Etablissement non employeur,-1,49369188500021,49369188500021,oui,Autres activités de services,75016.0,Oui,2006-11-08,2011-01-01,COMPAS AUSTRAL,Point,"[2.28418, 48.856543]"
10969,PME,Active,"[48.8707, 2.414192]",1 ou 2 salariés,01,51264777700022,51264777700022,oui,"Arts, spectacles et activités récréatives",93170.0,Oui,2009-02-25,2014-12-13,COMPAGNIE PETROLE,Point,"[2.414192, 48.8707]"
10970,,Active,"[48.133076, -1.674841]",,,52993158600034,52993158600018,non,Enseignement,35700.0,Non,2004-07-16,2004-07-16,CENTRE DE LIAISON ET D'INFORMATION VOYAGE ECOLE,Point,"[-1.674841, 48.133076]"
10971,,Active,"[48.879466, 2.327103]",,,87881056300014,87881056300014,oui,Enseignement,75009.0,Non,2018-04-11,2018-04-11,TROUVE TA VOIX,Point,"[2.327103, 48.879466]"
10972,,Active,"[48.860207, 2.345367]",,,83118373600014,83118373600014,oui,Autres activités de services,75001.0,Non,2017-07-11,2017-07-11,JOSIANE SALONE,Point,"[2.345367, 48.860207]"
10973,PME,Active,"[48.872258, 2.350002]",10 à 19 salariés,11,42216086100064,42216086100064,oui,Enseignement,75010.0,Oui,1998-07-27,2004-07-01,VISUEL LANGUE DES SIGNES FRANCAISE,Point,"[2.350002, 48.872258]"
10974,PME,Active,"[48.867707, 2.362258]",1 ou 2 salariés,01,51035963100064,51035963100064,oui,"Arts, spectacles et activités récréatives",75003.0,Oui,2008-04-25,2018-07-27,RONINKAI PARIS RNK PARIS,Point,"[2.362258, 48.867707]"
10975,,Active,"[48.835113, 2.404788]",,,84480845100018,84480845100018,oui,Enseignement,75012.0,Non,2018-07-31,2018-07-31,PICA-PAU,Point,"[2.404788, 48.835113]"
10976,,Active,"[48.859441, 2.305867]",,,79777987300018,79777987300018,oui,Autres activités de services,75007.0,Non,2009-04-22,2009-04-22,COEUR DE ROCHE,Point,"[2.305867, 48.859441]"
10977,PME,Active,"[48.824307, 2.415488]",1 ou 2 salariés,01,53393419600015,53393419600015,oui,"Arts, spectacles et activités récréatives",94220.0,Oui,2010-01-08,2010-01-08,COMPAGNIE LES ARCES,Point,"[2.415488, 48.824307]"
10978,PME,Active,"[50.630666, 3.050548]",1 ou 2 salariés,01,44983983600037,44983983600037,oui,"Arts, spectacles et activités récréatives",59800.0,Oui,2003-06-24,2008-02-15,CONTOUR PROGRESSIF,Point,"[3.050548, 50.630666]"
10979,,Active,"[48.833004, 2.303882]",,,87839285100027,87839285100027,oui,Autres activités de services,75015.0,Non,2017-07-11,2018-11-27,VILLAGE BRANCION-MORILLONS ASSOCIATION DE VOS COMMERCANTS,Point,"[2.303882, 48.833004]"
10980,PME,Active,"[48.837494, 2.338534]",3 à 5 salariés,02,78457414700012,78457414700012,oui,"Activités spécialisées, scientifiques et techniques",75014.0,Oui,1900-01-01,1900-01-01,ASSOC ETUDE MALADIES MOLECULAIRES,Point,"[2.338534, 48.837494]"
10981,PME,Active,"[48.881109, 2.338956]",Etablissement non employeur,-1,80101571000016,80101571000016,oui,Autres activités de services,75009.0,Oui,2012-09-05,2012-09-05,LE LABORATOIRE POLITIQUE - THINK TANK DIFFERENT,Point,"[2.338956, 48.881109]"
10982,,Active,"[48.884544, 2.380157]",,,75407341900014,75407341900014,oui,"Arts, spectacles et activités récréatives",75019.0,Non,2012-09-12,2012-09-12,L'OISEAU MUSE,Point,"[2.380157, 48.884544]"
10983,,Active,"[48.826608, 2.367983]",,,88828451000011,88828451000011,oui,Information et communication,75013.0,Non,2020-08-16,2020-08-16,MEDIANES,Point,"[2.367983, 48.826608]"
10984,,Active,"[48.582604, 1.990155]",,,88406579800016,88406579800016,oui,Santé humaine et action sociale,78730.0,Non,2020-03-11,2020-03-11,KHOSPORT,Point,"[1.990155, 48.582604]"
10985,,Active,"[48.846256, 2.309806]",,,79013082700013,79013082700013,oui,Autres activités de services,75015.0,Non,2012-11-12,2012-11-12,COMITE DE REFLEXION SUR LA QUALITE DE LA LOI,Point,"[2.309806, 48.846256]"
10986,PME,Active,"[48.919143, 2.280799]",1 ou 2 salariés,01,49121739400031,49121739400015,non,"Arts, spectacles et activités récréatives",92600.0,Non,2006-02-01,2006-02-01,LA COMPAGNIE DU CATOGAN,Point,"[2.280799, 48.919143]"
10987,,Active,"[48.858714, 2.373311]",Etablissement non employeur,-1,43124145400039,43124145400039,oui,"Arts, spectacles et activités récréatives",75011.0,Non,1999-12-16,2017-03-30,CHOEUR DE CHAMBRE DE PARIS,Point,"[2.373311, 48.858714]"
10988,PME,Active,"[48.867956, 2.400954]",1 ou 2 salariés,01,79970767400047,79970767400013,non,"Arts, spectacles et activités récréatives",75020.0,Oui,2013-12-19,2013-12-19,COMPAGNIE FEE POUR LA VIE,Point,"[2.400954, 48.867956]"
10989,PME,Active,"[48.865571, 2.392606]",0 salarié,00,42902127200043,42902127200035,non,"Arts, spectacles et activités récréatives",75020.0,Oui,1999-06-04,2009-10-01,ASSOCIATION MIX MOVEMENT,Point,"[2.392606, 48.865571]"
10990,PME,Active,"[48.832337, 2.31999]",Etablissement non employeur,-1,43350248100024,43350248100016,non,"Arts, spectacles et activités récréatives",75014.0,Oui,2000-09-05,2000-09-05,ASSOCIATION HARMONY OF SPHERES TEAM,Point,"[2.31999, 48.832337]"
10991,PME,Active,"[48.777643, 2.284031]",20 à 49 salariés,12,81887659100038,81887659100012,non,"Activités spécialisées, scientifiques et techniques",92330.0,Non,2016-03-02,2016-03-02,TENZING,Point,"[2.284031, 48.777643]"
10992,,Active,"[48.896866, 2.330119]",Etablissement non employeur,-1,42304190400016,42304190400016,oui,Autres activités de services,75018.0,Non,1998-11-18,1998-11-18,AMITIES INTERNATIONALES ANDRE MALRAUX,Point,"[2.330119, 48.896866]"
10993,PME,Active,"[48.87204, 2.372609]",20 à 49 salariés,12,45101859200027,45101859200027,oui,"Activités spécialisées, scientifiques et techniques",75010.0,Oui,2003-08-25,2003-12-31,DROITS D'URGENCE,Point,"[2.372609, 48.87204]"
10994,,Active,"[48.840177, 2.390166]",,,51217174500015,51217174500015,oui,Autres activités de services,75012.0,Non,1996-01-26,1996-01-26,ASSOCIATION ZEN ART,Point,"[2.390166, 48.840177]"
10995,,Active,"[48.835341, 2.30214]",,,83526701400024,83526701400024,oui,Autres activités de services,75015.0,Non,2010-04-28,2018-02-16,ASSOCIATION DES COMMERCANTS DE LA RUE VOUILLE,Point,"[2.30214, 48.835341]"
10996,PME,Active,"[48.856268, 2.355478]",10 à 19 salariés,11,39903961900016,39903961900016,oui,"Arts, spectacles et activités récréatives",75004.0,Oui,1993-06-15,1993-06-15,DOJO CLUB DU MARAIS,Point,"[2.355478, 48.856268]"
10997,PME,Active,"[48.865608, 2.360852]",10 à 19 salariés,11,51331646300027,51331646300027,oui,Santé humaine et action sociale,75003.0,Oui,2009-05-02,2015-01-01,WOMEN AND HEALTH ALLIANCE INTERNATIONAL,Point,"[2.360852, 48.865608]"
10998,PME,Active,"[48.919315, 2.384212]",1 ou 2 salariés,01,54003540900049,54003540900049,oui,Autres activités de services,93300.0,Oui,2011-11-30,2020-11-20,ATELIER KUSO,Point,"[2.384212, 48.919315]"
10999,,Active,"[48.825795, 2.404106]",,,82835674100011,82835674100011,oui,Autres activités de services,94220.0,Non,2016-11-21,2016-11-21,PATISSERIES SOLIDAIRES,Point,"[2.404106, 48.825795]"
11000,PME,Active,"[49.063798, 2.29688]",1 ou 2 salariés,01,53120470900012,53120470900012,oui,Enseignement,95560.0,Oui,2011-02-21,2011-02-21,ASS PERMIS POUR REUSSIR,Point,"[2.29688, 49.063798]"
11001,PME,Active,"[45.084975, 5.079133]",0 salarié,00,52906673000019,52906673000019,oui,Autres activités de services,26750.0,Oui,2011-01-05,2011-01-05,LES OISEAUX R'ARTS,Point,"[5.079133, 45.084975]"
11002,,Active,"[48.872592, 2.340481]",,,85025515900012,85025515900012,oui,Autres activités de services,75009.0,Non,2019-02-18,2019-02-18,ASSOCIATION DES VICTIMES DE L'EXPLOSION RUE DE TREVISE DU 12 JANVIER 2019,Point,"[2.340481, 48.872592]"
11003,,Active,"[48.884615, 2.34163]",Etablissement non employeur,-1,40850767100019,40850767100019,oui,"Arts, spectacles et activités récréatives",75018.0,Non,1996-03-14,1996-03-14,COMPAGNIE DE LA GRANDE TRAVERSE,Point,"[2.34163, 48.884615]"
11004,PME,Active,"[48.846593, 2.403376]",10 à 19 salariés,11,82837810900015,82837810900015,oui,"Arts, spectacles et activités récréatives",75012.0,Oui,2017-03-09,2017-03-09,THEATRE ELIZABETH CZERCZUK,Point,"[2.403376, 48.846593]"
11005,PME,Active,"[48.861172, 2.369116]",0 salarié,00,47948319000027,47948319000027,oui,"Arts, spectacles et activités récréatives",75011.0,Oui,2004-10-28,2010-08-01,LA QUEUE DE LA COMETE,Point,"[2.369116, 48.861172]"
11006,PME,Active,"[48.851059, 2.287552]",Etablissement non employeur,-1,50742967800034,50742967800034,oui,Autres activités de services,75015.0,Non,2008-03-12,2008-03-12,FEDERATION DU CONSEIL DES MARIANNES DE LA REPUBLIQUE ET D'EUROPE,Point,"[2.287552, 48.851059]"
11007,,Active,"[48.8908, 2.361916]",,,49157339000011,49157339000011,oui,Autres activités de services,75018.0,Non,2002-11-29,2002-11-29,L'INSTITUT MANGALA,Point,"[2.361916, 48.8908]"
11008,PME,Active,"[48.852223, 2.329741]",Etablissement non employeur,-1,38036951200047,38036951200047,oui,"Arts, spectacles et activités récréatives",75006.0,Oui,1990-08-10,2004-08-24,MULVABE DANSE,Point,"[2.329741, 48.852223]"
11009,,Active,"[48.851482, 2.349954]",Etablissement non employeur,-1,32363567200013,32363567200013,oui,Autres activités de services,75005.0,Non,1981-10-01,1981-10-01,GALERIE DU HAUT PAVE,Point,"[2.349954, 48.851482]"
11010,,Active,"[48.876774, 2.387871]",,,83528676600018,83528676600018,oui,Autres activités de services,75019.0,Non,2017-02-28,2017-02-28,FOULQUES PARISIENNES,Point,"[2.387871, 48.876774]"
11011,,Active,"[48.871475, 2.225164]",Etablissement non employeur,-1,48250860300016,48250860300016,oui,Autres activités de services,92150.0,Non,2002-06-24,2002-06-24,ASS SOUVENIR FUSILLE MT VALERIEN I D F,Point,"[2.225164, 48.871475]"
11012,PME,Active,"[48.837421, 2.622975]",0 salarié,00,38476267000030,38476267000030,oui,"Arts, spectacles et activités récréatives",77185.0,Oui,1991-12-13,2001-08-07,ART EXPRESS COMPAGNIE TATOO,Point,"[2.622975, 48.837421]"
11013,PME,Active,"[48.810628, 2.390996]",1 ou 2 salariés,01,49268203400052,49268203400052,oui,"Arts, spectacles et activités récréatives",94200.0,Oui,2006-01-12,2021-02-01,ASS NAT DIR INTERVENANTS INSTALL SERVICES SPORTS,Point,"[2.390996, 48.810628]"
11014,,Active,"[48.853901, 2.399607]",,,81434492500015,81434492500015,oui,Autres activités de services,75020.0,Non,1995-04-03,1995-04-03,LES PAS SAGES DES VIGNOLES,Point,"[2.399607, 48.853901]"
11015,PME,Active,"[48.87346, 2.390941]",Etablissement non employeur,-1,50904139800017,50904139800017,oui,Autres activités de services,75020.0,Oui,2008-11-01,2008-11-01,PARIS PAR RUES MECONNUES,Point,"[2.390941, 48.87346]"
11016,,Active,"[48.834899, 2.302243]",,,52513378100019,52513378100019,oui,Autres activités de services,75015.0,Non,1993-01-11,1993-01-11,AXE DE SOLIDARITE POUR LA PROMOTION A L'EDUCATION ET A LA CULTURE POUR TOUS,Point,"[2.302243, 48.834899]"
11017,PME,Active,"[48.578988, 7.722383]",50 à 99 salariés,21,44068763000051,44068763000051,oui,Autres activités de services,67200.0,Oui,2001-12-01,2011-05-20,LES JARDINS DE LA MONTAGNE VERTE,Point,"[7.722383, 48.578988]"
11018,PME,Active,"[48.799445, 2.612372]",0 salarié,00,81536509300013,81536509300013,oui,"Arts, spectacles et activités récréatives",77340.0,Oui,2015-07-28,2015-07-28,SIPARKA,Point,"[2.612372, 48.799445]"
11019,,Active,"[48.873641, 2.377641]",,,83834612000010,83834612000010,oui,Autres activités de services,75019.0,Non,2017-03-29,2017-03-29,ESPOIR BERBERE,Point,"[2.377641, 48.873641]"
11020,PME,Active,"[48.843854, 2.317415]",Etablissement non employeur,-1,42099450100013,42099450100013,oui,"Arts, spectacles et activités récréatives",75015.0,Oui,1998-07-01,1998-07-01,COMPAGNIE DARIUS,Point,"[2.317415, 48.843854]"
11021,PME,Active,"[48.888952, 2.392454]",,,82265962900015,82265962900015,oui,Autres activités de services,75019.0,Non,2016-09-06,2016-09-06,VILLETTE MAKERZ BY WOMA,Point,"[2.392454, 48.888952]"
11022,PME,Active,"[-20.896824, 55.46149]",Etablissement non employeur,-1,32635747200025,32635747200025,oui,"Arts, spectacles et activités récréatives",97400.0,Non,1982-03-15,2011-08-05,THEATRE VOLLARD,Point,"[55.46149, -20.896824]"
11023,PME,Active,"[48.853835, 2.340289]",1 ou 2 salariés,01,53473451200047,53473451200047,oui,"Arts, spectacles et activités récréatives",75006.0,Oui,2011-06-18,2018-09-18,ASS COMPAGNIE DES GENS QUI TOMBENT,Point,"[2.340289, 48.853835]"
11024,,Active,"[48.865647, 2.346368]",,,78931903500026,78931903500026,oui,Autres activités de services,75002.0,Non,1991-11-18,2018-03-13,ASSOCIATION POUR LA DEFENSE ET L ANIMATION DES COMMERCES ET ENTREPRISES DU QUARTIER MONTORGUEIL,Point,"[2.346368, 48.865647]"
11025,,Active,"[48.856543, 2.28418]",,,79846019200015,79846019200015,oui,Autres activités de services,75016.0,Non,2009-01-28,2009-01-28,LA RENAISSANCE FRANCAISE CULTURE SOLIDARITE FRANCOPHONIE,Point,"[2.28418, 48.856543]"
11026,,Active,"[48.92882, 2.394348]",,,83931488700010,83931488700010,oui,Autres activités de services,93120.0,Non,2010-11-08,2010-11-08,ASSOCIATION DE SOLIDARITE DES COMBATTANTS DE L'INDEPENDANCE DU BANGLADESH EN FRANCE,Point,"[2.394348, 48.92882]"
11027,PME,Active,"[48.853229, 2.389652]",6 à 9 salariés,03,32079827500030,32079827500030,oui,Santé humaine et action sociale,75011.0,Oui,1980-08-01,1993-07-09,BABILLAGES,Point,"[2.389652, 48.853229]"
11028,,Active,"[48.829565, 2.329143]",,,83479403400019,83479403400019,oui,Information et communication,75014.0,Non,2017-12-01,2017-12-01,"PARIS 14, TERRITOIRE DE CINEMA",Point,"[2.329143, 48.829565]"
11029,,Active,"[48.841659, 2.33374]",,,80962186500017,80962186500017,oui,Santé humaine et action sociale,75006.0,Non,2008-07-16,2008-07-16,"LIEN POPI PERINATALITE ORIENTATION, PSYCHANALYTIQUE ET INSTITUTION",Point,"[2.33374, 48.841659]"
11030,PME,Active,"[48.855896, 2.280561]",1 ou 2 salariés,01,31164133600012,31164133600012,oui,Santé humaine et action sociale,75016.0,Oui,1900-01-01,1900-01-01,HALTE GARDERIE ANNONCIATION,Point,"[2.280561, 48.855896]"
11031,ETI,Active,"[48.839306, 2.312068]",250 à 499 salariés,32,77568401200138,77568401200138,oui,Santé humaine et action sociale,75015.0,Oui,1900-01-01,1992-12-16,PROTECTION SOCIALE DE VAUGIRARD,Point,"[2.312068, 48.839306]"
11032,,Active,"[48.871111, 2.378887]",,,80169535400010,80169535400010,oui,Autres activités de services,75020.0,Non,2010-07-09,2010-07-09,ASSOCIATION DES COMMERCANTS BELLEVILLOIS,Point,"[2.378887, 48.871111]"
11033,PME,Active,"[45.918622, 1.802937]",1 ou 2 salariés,01,48113998800036,48113998800036,oui,"Arts, spectacles et activités récréatives",23400.0,Oui,2005-02-01,2021-02-05,LES ITEMS ASSOCIES,Point,"[1.802937, 45.918622]"
11034,PME,Active,"[48.886376, 2.32582]",6 à 9 salariés,03,33289091200048,33289091200048,oui,Autres activités de services,75017.0,Oui,1985-03-01,2003-06-04,ASP FONDATRICE,Point,"[2.32582, 48.886376]"
11035,,Active,"[48.84397, 2.347452]",,,49754112800029,49754112800029,oui,Autres activités de services,75005.0,Non,1998-02-02,2015-06-15,UNION NATIONALE DES ANCIENS COMBATTANTS D'INDOCHINE DES TOE ET DE L'AFRIQUE DU NORD,Point,"[2.347452, 48.84397]"
11036,PME,Active,"[48.843742, 2.381803]",6 à 9 salariés,03,83941050300016,83941050300016,oui,Hébergement et restauration,75012.0,Oui,2018-05-01,2018-05-01,FOOD SWEET FOOD,Point,"[2.381803, 48.843742]"
11037,PME,Active,"[48.855966, 2.379576]",20 à 49 salariés,12,77566270300047,77566270300047,oui,"Arts, spectacles et activités récréatives",75011.0,Oui,1972-04-01,1983-04-01,AS PERSONNELS APSAP-VP,Point,"[2.379576, 48.855966]"
11038,,Active,"[48.850183, 2.334291]",,,88459592700010,88459592700010,oui,"Arts, spectacles et activités récréatives",75006.0,Non,2020-06-12,2020-06-12,COMPAGNIE LES EXQUISES,Point,"[2.334291, 48.850183]"
11039,,Active,"[48.856059, 2.392423]",,,82781535800011,82781535800011,oui,Autres activités de services,75011.0,Non,1986-10-30,1986-10-30,ASSOCIATION DES HABITANTS DU 179 RUE DE CHARONNE,Point,"[2.392423, 48.856059]"
11040,,Active,"[48.87236, 2.387125]",,,50977060800024,50977060800024,oui,Autres activités de services,75020.0,Non,2005-09-23,2011-05-20,AVRON CONCEPT,Point,"[2.387125, 48.87236]"
11041,,Active,"[48.683333, 6.218612]",,,35097849000026,35097849000026,oui,Autres activités de services,54510.0,Non,1989-03-01,2010-05-05,FED NATION ASSO DEPART ENTRAIDE PUPILLE,Point,"[6.218612, 48.683333]"
11042,PME,Active,"[48.896807, 2.250748]",10 à 19 salariés,11,48025789800019,48025789800019,oui,"Arts, spectacles et activités récréatives",92400.0,Oui,2003-10-13,2003-10-13,ASS LE GRENIER DE BABOUCHKA,Point,"[2.250748, 48.896807]"
11043,PME,Active,"[48.793146, 2.285607]",1 ou 2 salariés,01,49773587800025,49773587800025,oui,"Arts, spectacles et activités récréatives",92260.0,Oui,2006-11-28,2011-05-05,COLLECTIF SAUF LE DIMANCHE,Point,"[2.285607, 48.793146]"
11044,,Active,"[48.88602, 2.328648]",,,79740268200026,79740268200026,oui,Autres activités de services,75018.0,Non,2012-02-14,2014-08-27,ASSOCIATION CINEMA(S) D IRAN,Point,"[2.328648, 48.88602]"
