categorieentreprise,geolocetablissement,trancheeffectifsunitelegale,trancheeffectifsunitelegaletriable,siretsiegeunitelegale,siret,etablissementsiege,codepostaletablissement,caractereemployeurunitelegale,datecreationunitelegale,datecreationetablissement,denominationunitelegale,adresseetablissementcomplete
PME,"[48.835243, 2.395314]",1 ou 2 salariés,1,83103944100017,83103944100017,1,75012,0,2016-09-11,2016-09-11,COMPAGNIE EL VAIVEN,"45 RUE DES MEUNIERS, 75012 PARIS 12"
Non productif,"[45.635743, 3.991578]",Etablissement non employeur,-1,79973808300028,79973808300010,0,42940,0,2011-06-18,2011-06-18,PEUPLES ET MONTAGNES DU MEKONG,"PRE CLOS, 42940 CHATELNEUF"
PME,"[48.86873, 2.396466]",6 à 9 salariés,3,32942545800059,32942545800059,1,75020,1,1983-01-01,2021-03-23,GROUP FEMMES ABOLITION MUTIL SEXUELLES,"14 PASSAGE DES SOUPIRS, 75020 PARIS 20"
Non productif,"[48.853035, 2.37732]",Etablissement non employeur,-1,88978421100019,88978421100019,1,75011,0,2020-09-26,2020-09-26,LE CAPUCIN DORE,"116 AVENUE LEDRU ROLLIN, 75011 PARIS 11"
PME,"[48.835577, 2.403288]",Etablissement non employeur,-1,84508949900014,84508949900014,1,75012,1,2019-02-04,2019-02-04,ASSOCIATION LEAH MED,"146 RUE DE PICPUS, 75012 PARIS 12"
PME,"[48.838073, 2.239583]",1 ou 2 salariés,1,83029431000016,83029431000016,1,92100,1,2017-05-06,2017-05-06,AKIN ASSOCIATION,"14 PLACE GRAND PLACE, 92100 BOULOGNE-BILLANCOURT"
Non productif,"[48.871378, 2.37666]",Etablissement non employeur,-1,84319243600015,84319243600015,1,75011,0,2018-09-19,2018-09-19,LES PASSEURS DE CURIOSITES,"17 RUE LOUIS BONNET, 75011 PARIS 11"
PME,"[48.944687, 2.162733]",Etablissement non employeur,-1,49491047400035,49491047400027,0,78500,1,2006-02-14,2008-11-01,COLLECTIF PROD,"20 AVENUE DES SPORTS, 78500 SARTROUVILLE"
PME,"[48.793284, 2.363235]",Etablissement non employeur,-1,42340617200035,42340617200035,1,94800,1,1999-04-27,2009-04-01,COMPAGNIE FEU FOLLET,"18 RUE EUGENE VARLIN, 94800 VILLEJUIF"
PME,"[48.846577, 2.476204]",1 ou 2 salariés,1,42061453900021,42061453900021,1,94120,1,1998-08-05,2015-09-02,LA DEESSE COMPAGNIE,"16 RUE DU RP LUCIEN AUBRY, 94120 FONTENAY-SOUS-BOIS"
PME,"[47.74088, 5.105861]",1 ou 2 salariés,1,47957806400012,47957806400012,1,52160,1,2004-10-18,2004-10-18,LES DECISIFS,"2 RUE DES CHASSAIGNES, 52160 PRASLAY"
PME,"[48.866263, 2.385559]",Etablissement non employeur,-1,80308533100038,80308533100020,0,75020,0,2014-04-29,2015-01-14,IL PALINSESTO,"14 RUE DES PANOYAUX, 75020 PARIS 20"
Non productif,"[47.195017, -1.534102]",Etablissement non employeur,-1,43092636000057,43092636000040,0,44200,0,1997-04-01,2015-01-19,ASS DES PROFESSEURS DE VENTE  A P V,"33 BOULEVARD JOLIOT CURIE, 44200 NANTES"
Non productif,"[48.879814, 2.319817]",Etablissement non employeur,-1,78475704900076,78475704900076,1,75008,1,1982-10-01,1997-04-03,LES FRERES D ESPERANCE,"12 RUE DE NAPLES, 75008 PARIS 8"
PME,"[48.817356, 2.330635]",1 ou 2 salariés,1,44823865900032,44823865900024,0,92120,1,2001-11-30,2008-02-26,LIGUE REGIONALE ILE DE FRANCE DE KARATE ET DISCIPLINES ASSOCIEES,"39 RUE BARBES, 92120 MONTROUGE"
Non productif,"[48.850508, 2.38691]",Etablissement non employeur,-1,80771263300013,80771263300013,1,75011,0,2014-03-03,2014-03-03,TERRITOIRE 11,"37 RUE DE MONTREUIL, 75011 PARIS 11"
PME,"[46.747739, -1.951261]",Etablissement non employeur,-1,82122855800010,82122855800010,1,85270,1,2016-06-15,2016-06-15,ORO Y NEGRO,"22 CHEMIN DU JAUNEAU, 85270 SAINT-HILAIRE-DE-RIEZ"
PME,"[48.69972, 2.220995]",1 ou 2 salariés,1,50149367000019,50149367000019,1,91140,1,2007-09-28,2007-09-28,KALEIDANS'SCOP,"14 RUE DES BOULEAUX, 91140 VILLEBON-SUR-YVETTE"
PME,"[48.852755, 2.655032]",0 salarié,0,81534779400019,81534779400019,1,77200,1,2015-12-03,2015-12-03,PENSEES SAUVAGES,"22 RUE DU COUVENT, 77200 TORCY"
PME,"[48.828591, 2.383072]",Etablissement non employeur,-1,79497604300016,79497604300016,1,75013,1,2010-04-26,2010-04-26,FONDS DE DOTATION FONDS POUR LA RECHERCHE ET LA FORMATION DANS LE DOMAINE DE LA PHYSIQUE DE L'UNIVERS,"10 RUE ALICE DOMON LEONIE DUQUE, 75013 PARIS 13"
Non productif,"[48.651052, 2.324998]",Etablissement non employeur,-1,88945154800016,88945154800016,1,91700,0,2020-04-21,2020-04-21,ANTISWIPE,"53 RUE LA FAYETTE, 91700 SAINTE-GENEVIEVE-DES-BOIS"
PME,"[48.833139, 2.343447]",Etablissement non employeur,-1,50360718600015,50360718600015,1,75013,1,2007-11-12,2007-11-12,LADY M,"7 SQUARE ALBIN CACHOT, 75013 PARIS 13"
Non productif,"[48.825148, 2.323831]",Etablissement non employeur,-1,88829604300019,88829604300019,1,75014,0,2020-07-29,2020-07-29,COOP14 ASSOCIATION,"26 RUE FRIANT, 75014 PARIS 14"
PME,"[48.852169, 2.36637]",1 ou 2 salariés,1,50258827000038,50258827000020,0,75004,1,2006-03-20,2011-01-01,LA COMPAGNIE DU PETIT MUSC,"38 BOULEVARD HENRI IV, 75004 PARIS 4"
PME,"[48.843765, 2.384948]",Etablissement non employeur,-1,83157871100010,83157871100010,1,75012,1,2015-06-17,2015-06-17,ASSOCIATION SPORTIVE WU SHU TRADITION,"173 RUE DE CHARENTON, 75012 PARIS 12"
PME,"[48.905199, 2.332849]",0 salarié,0,75054708500019,75054708500019,1,93400,1,2011-04-14,2011-04-14,PERLES & POLLENS FABRIQUE DE COOPERATION ET D' ENCHANTEMENT,"13 RUE CHARLES SCHMIDT, 93400 SAINT-OUEN-SUR-SEINE"
Non productif,"[48.850398, 2.389025]",Etablissement non employeur,-1,82340204500012,82340204500012,1,75011,0,2016-10-21,2016-10-21,INTERFAITH TOUR,"50 RUE DE MONTREUIL, 75011 PARIS 11"
Non productif,"[48.861615, 2.376005]",Etablissement non employeur,-1,51780822600024,51780822600024,1,75011,0,2007-11-29,2013-11-06,CHAPALU,"7 RUE SAINT AMBROISE, 75011 PARIS 11"
PME,"[48.89579, 2.220973]",10 à 19 salariés,11,78471705000032,78471705000032,1,92000,1,1900-01-01,2011-09-08,ASS SCIENTIFIQUE TECH EAU ENVIRON,"51 RUE SALVADOR ALLENDE, 92000 NANTERRE"
PME,"[48.920827, 2.250495]",1 ou 2 salariés,1,38509407300066,38509407300041,0,92700,1,1991-07-03,2007-10-16,ANNIBAL ET SES ELEPHANTS,"24 RUE BOUIN, 92700 COLOMBES"
Non productif,"[48.872027, 2.30674]",Etablissement non employeur,-1,80242027300012,80242027300012,1,75008,0,2014-04-14,2014-04-14,HYSTERIA,"4 RUE PAUL BAUDRY, 75008 PARIS 8"
PME,"[48.844403, 2.222863]",20 à 49 salariés,12,78436272500045,78436272500045,1,92210,1,1983-05-25,2001-02-19,FEDERATION FRANCAISE DE BRIDGE,"20 QUAI CARNOT, 92210 SAINT-CLOUD"
Non productif,"[48.894965, 2.226339]",Etablissement non employeur,-1,40080172600052,40080172600045,0,92000,0,1994-10-06,2015-09-24,ADER-RIED,"12 BOULEVARD DE PESARO, 92000 NANTERRE"
Non productif,"[48.855442, 2.404191]",Etablissement non employeur,-1,53487249400016,53487249400016,1,75020,0,2010-10-28,2010-10-28,ASSOCIATION PASIONARA DIFFUSION,"98 RUE DES HAIES, 75020 PARIS 20"
PME,"[48.859422, 2.30734]",10 à 19 salariés,11,33792085400029,33792085400029,1,75007,1,1986-01-01,2005-10-01,ASS ENCOURAGEMENT RETRAITES ANIMAT PHYSI,"4 RUE AMELIE, 75007 PARIS 7"
PME,"[44.908722, -0.245593]",10 à 19 salariés,11,39036477600034,39036477600026,0,33500,1,1993-01-01,2007-11-03,AGRISUD INTERNATIONAL,"48 RUE DE LA SABLIERE, 33500 LIBOURNE"
Non productif,"[48.889604, 2.362805]",Etablissement non employeur,-1,50221615300010,50221615300010,1,75018,0,2003-04-30,2003-04-30,MOUVEMENT INTERNATIONAL CULTUREL DE LA JEUNESSE,"55 RUE PAJOL, 75018 PARIS 18"
Non productif,"[48.865081, 2.350549]",Etablissement non employeur,-1,84758608800019,84758608800019,1,75002,0,2012-04-27,2012-04-27,LE RING PARISIEN,"23 RUE GRENETA, 75002 PARIS 2"
Non productif,"[48.87633, 2.148913]",Etablissement non employeur,-1,90101760800018,90101760800018,1,78290,0,2020-02-10,2020-02-10,0 MEGOT,"3 RUE PERON, 78290 CROISSY-SUR-SEINE"
Non productif,"[48.870083, 2.374772]",Etablissement non employeur,-1,81325654200016,81325654200016,1,75011,1,2015-07-01,2015-07-01,THEATRE DE LA SUSPENSION,"3 PASSAGE PIVER, 75011 PARIS 11"
PME,"[48.845547, 2.298858]",20 à 49 salariés,12,31746893200023,31746893200023,1,75015,1,1979-01-01,1983-11-01,VIE ET AVENIR,"6 RUE DE L AMIRAL ROUSSIN, 75015 PARIS 15"
PME,"[48.887409, 2.379229]",Etablissement non employeur,-1,53242798600015,53242798600015,1,75019,1,2011-03-01,2011-03-01,FEDERATION INTERNATIONALE DES CAFES DES ENFANTS,"92 QUAI DE LA LOIRE, 75019 PARIS 19"
PME,"[48.881784, 2.36872]",10 à 19 salariés,11,40539516100038,40539516100038,1,75010,1,1993-01-01,2014-09-25,MELODIX (COURS DE MUSIQUE POUR ADULTES PARIS XE),"206 QUAI DE VALMY, 75010 PARIS 10"
Non productif,"[48.87053, 2.36193]",Etablissement non employeur,-1,80131736300019,80131736300019,1,75010,0,2014-02-14,2014-02-14,PARIS DOCKS,"48 RUE ALBERT THOMAS, 75010 PARIS 10"
PME,"[48.796225, 2.30185]",1 ou 2 salariés,1,44284388400051,44284388400044,0,92220,0,2002-06-12,2013-11-29,TEKNAI,"16 PLACE DE LA REPUBLIQUE, 92220 BAGNEUX"
Non productif,"[48.843765, 2.384948]",Etablissement non employeur,-1,48924986200017,48924986200017,1,75012,0,2003-03-28,2003-03-28,ASSOCIATION AUTOUR DE LA BALEINE,"173 RUE DE CHARENTON, 75012 PARIS 12"
PME,"[48.865568, 2.442309]",1 ou 2 salariés,1,80912374800034,80912374800034,1,93100,1,2015-01-20,2020-01-20,MON GRAND L'OMBRE,"13 AVENUE FAIDHERBE, 93100 MONTREUIL"
PME,"[48.886339, 2.173264]",3 à 5 salariés,2,42095473700037,42095473700029,0,92500,1,1998-11-13,2009-06-10,ZEFIRO THEATRE,"6 AVENUE ALSACE LORRAINE, 92500 RUEIL-MALMAISON"
PME,"[48.880406, 2.376545]",Etablissement non employeur,-1,52921713500027,52921713500027,1,75019,1,2010-09-24,2012-10-09,COMPAGNIE LE SINGE BLEU,"20 RUE EDOUARD PAILLERON, 75019 PARIS 19"
Non productif,"[48.771479, 1.976971]",Etablissement non employeur,-1,79261423200017,79261423200017,1,78190,0,2011-05-10,2011-05-10,SOLEIL DU MONDE,"8 AVENUE DE LA TOURELLE, 78190 TRAPPES"
Non productif,"[48.861827, 2.284151]",Etablissement non employeur,-1,53981384000011,53981384000011,1,75016,0,2011-10-18,2011-10-18,ECHECS 16,"8 RUE COMMANDANT SCHLOESING, 75016 PARIS 16"
Non productif,"[48.859382, 2.349291]",Etablissement non employeur,-1,88910071500016,88910071500016,1,75004,0,2020-07-10,2020-07-10,SOIE ROUGE,"24 RUE DES LOMBARDS, 75004 PARIS 4"
Non productif,"[43.488283, 5.421015]",Etablissement non employeur,-1,50934065900028,50934065900028,1,13080,0,2004-11-04,2011-05-14,SOLIDARITE EAU SUD,"ALLÉE DES AMANDIERS, 13080 AIX-EN-PROVENCE"
PME,"[48.803912, 2.240229]",1 ou 2 salariés,1,41328195700048,41328195700030,0,92190,1,1997-06-04,2007-01-01,LA COMPAGNIE DE L'ATHANOR,"6 RUE DESCARTES, 92190 MEUDON"
PME,"[48.847713, 2.286577]",Etablissement non employeur,-1,51100241200019,51100241200019,1,75015,1,2008-09-29,2008-09-29,ASSOCIATION POUR LE RECENSEMENT ET LA LOCALISATION DES DEFIBRILLATEURS,"75 RUE SAINT CHARLES, 75015 PARIS 15"
Non productif,"[48.881901, 2.345567]",Etablissement non employeur,-1,89473157900013,89473157900013,1,75009,0,2021-02-25,2021-02-25,ASSOCIATION DES COMMERCANTS DE L'AVENUE TRUDAINE ET DES RUES ADJACENTES,"8 AVENUE TRUDAINE, 75009 PARIS 9"
Non productif,"[48.870505, 2.342543]",Etablissement non employeur,-1,79848810200012,79848810200012,1,75002,0,2013-04-23,2013-04-23,OPEN KNOWLEDGE F. FRANCE,"151 RUE MONTMARTRE, 75002 PARIS 2"
PME,"[48.865605, 2.407166]",1 ou 2 salariés,1,49087736200056,49087736200056,1,75020,0,2005-11-25,2015-03-12,PEGAZZ & L'HELICON,"14 RUE IRENEE BLANC, 75020 PARIS 20"
PME,"[48.893241, 2.224407]",Etablissement non employeur,-1,49823942500024,49823942500016,0,92000,0,2007-01-15,2007-01-15,ARTAIS ART CONTEMPORAIN,"122 RUE SALVADOR ALLENDE, 92000 NANTERRE"
PME,"[48.874276, 2.397787]",1 ou 2 salariés,1,83505733200016,83505733200016,1,75020,1,2017-11-22,2017-11-22,BOITE NOIRE,"157 RUE PELLEPORT, 75020 PARIS 20"
Non productif,"[48.853533, 2.348222]",Etablissement non employeur,-1,83005708900013,83005708900013,1,75004,0,2017-03-28,2017-03-28,ASSOCIATION LUX FIAT,"6 PLACE DU PARVIS NOTRE DAME, 75004 PARIS 4"
Non productif,"[48.896439, 2.339612]",Etablissement non employeur,-1,88148339000020,88148339000012,0,75018,0,2020-01-13,2020-01-13,3 CHEMINS,"10 RUE GUSTAVE ROUANET, 75018 PARIS 18"
PME,"[48.846809, 2.38343]",Etablissement non employeur,-1,51846218900011,51846218900011,1,75012,1,2009-05-18,2009-05-18,MEMOIRES SONORES,"86 BOULEVARD DIDEROT, 75012 PARIS 12"
PME,"[48.832088, 2.338791]",100 à 199 salariés,22,78457063200017,78457063200017,1,75014,1,1989-03-01,1989-03-01,INSTITUT ALFRED FOURNIER,"25 BOULEVARD ST JACQUES, 75014 PARIS 14"
PME,"[48.874402, 2.36175]",Etablissement non employeur,-1,48249966200021,48249966200013,0,75010,1,2004-07-01,2004-07-01,CEAFS,"11 RUE DES RECOLLETS, 75010 PARIS 10"
Non productif,"[48.82321, 2.344125]",Etablissement non employeur,-1,88842606100014,88842606100014,1,75013,1,2020-09-14,2020-09-14,COMPAGNIE ANAIDA,"84 RUE VERGNIAUD, 75013 PARIS 13"
PME,"[48.865978, 2.449697]",Etablissement non employeur,-1,81007158900024,81007158900024,1,93100,0,2014-12-10,2016-03-26,COLLECTIF RECIDIVA,"12 RUE MIRABEAU, 93100 MONTREUIL"
Non productif,"[43.731927, 0.874199]",Etablissement non employeur,-1,50291391600016,50291391600016,1,32120,0,2008-01-11,2008-01-11,L'EAU DU DESERT,"3 QUAI DE LA MARINE, 32120 MAUVEZIN"
Non productif,"[48.883734, 2.37452]",Etablissement non employeur,-1,52188706700010,52188706700010,1,75019,0,2010-03-18,2010-03-18,ASSOCIATION SIMON BASINGER,"48 AVENUE JEAN JAURES, 75019 PARIS 19"
PME,"[48.88057, 2.39113]",1 ou 2 salariés,1,50898198200038,50898198200038,1,75019,1,2008-10-24,2016-05-03,ASSOCIATION BAGACERA,"16 RUE DU GENERAL BRUNET, 75019 PARIS 19"
PME,"[48.893341, 2.32568]",1 ou 2 salariés,1,44874855800062,44874855800062,1,75017,1,2003-04-02,2014-03-24,PM,"17 RUE DE LA JONQUIERE, 75017 PARIS 17"
PME,"[48.828802, 2.324348]",3 à 5 salariés,2,49449980900023,49449980900023,1,75014,1,2006-07-11,2021-05-26,AMICALE EDOUARD-PETIT,"82 RUE D ALESIA, 75014 PARIS 14"
Non productif,"[48.856222, 2.367392]",Etablissement non employeur,-1,87778748100010,87778748100010,1,75003,0,2019-05-09,2019-05-09,ASSOCIATION S'EMANCINE,"50 RUE DES TOURNELLES, 75003 PARIS 3"
Non productif,"[48.790375, 2.367046]",Etablissement non employeur,-1,53414688100014,53414688100014,1,94800,0,2009-06-29,2009-06-29,MALANGOCHA,"5 PLACE DU MERIDIEN, 94800 VILLEJUIF"
PME,"[48.834386, 2.326398]",1 ou 2 salariés,1,77571892700038,77571892700020,0,75014,1,1900-01-01,1900-01-01,PHOTO CINE CLUB DU VAL DE BIEVRES,"28 RUE GASSENDI, 75014 PARIS 14"
Non productif,"[48.856456, 2.399199]",Etablissement non employeur,-1,84129226100010,84129226100010,1,75020,1,2018-07-05,2018-07-05,CAMINO REAL,"6 IMPASSE DES ORTEAUX, 75020 PARIS 20"
PME,"[48.897058, 2.392912]",3 à 5 salariés,2,40020765000062,40020765000062,1,75019,0,1995-01-01,2021-04-01,COORACE ILE DE FRANCE,"2 RUE DE LA CLOTURE, 75019 PARIS 19"
Non productif,"[48.889572, 2.347127]",Etablissement non employeur,-1,84874890100024,84874890100024,1,75018,0,2018-10-22,2020-03-04,COEUR OUVERT FOOD SOLIDAIRE,"6 PASSAGE RAMEY, 75018 PARIS 18"
Non productif,"[48.842455, 2.317245]",Etablissement non employeur,-1,89459548700014,89459548700014,1,75015,1,2020-03-07,2020-03-07,COMPAGNIE ACTEURS AU PLURIEL,"10 RUE ARMAND MOISANT, 75015 PARIS 15"
Non productif,"[48.873229, 2.381331]",Etablissement non employeur,-1,80991691900016,80991691900016,1,75019,0,2014-11-12,2014-11-12,THERAPOETES,"53 RUE DE BELLEVILLE, 75019 PARIS 19"
PME,"[48.852764, 2.267418]",Etablissement non employeur,-1,53268454500017,53268454500017,1,75016,1,2010-12-20,2010-12-20,INSTITUT MEDICAL JASMIN,"7 RUE DE L YVETTE, 75016 PARIS 16"
Non productif,"[48.850411, 2.390224]",Etablissement non employeur,-1,79394134500019,79394134500019,1,75011,0,2010-12-01,2010-12-01,LA DECOUPE,"62 RUE DE MONTREUIL, 75011 PARIS 11"
PME,"[48.570631, 7.465399]",0 salarié,0,81271068900017,81271068900017,1,67310,1,2014-12-01,2014-12-01,ONOM,"1 RUE DU VIGNOBLE, 67310 DANGOLSHEIM"
PME,"[48.8558, 2.355043]",3 à 5 salariés,2,31486705200073,31486705200065,0,75004,1,1979-01-01,1989-03-20,ASS DIFFUSION HISTOIRE ART,"8 RUE FRANCOIS MIRON, 75004 PARIS 4"
Non productif,"[48.873108, 2.382825]",Etablissement non employeur,-1,44117961100021,44117961100021,1,75020,0,2001-10-20,2002-04-01,IMAGE ET MOT,"3 RUE JOUYE ROUVE, 75020 PARIS 20"
PME,"[48.880406, 2.376545]",Etablissement non employeur,-1,83377618000022,83377618000022,1,75019,0,2017-11-14,2020-05-30,COMPAGNIE ADRENALYNE,"20 RUE EDOUARD PAILLERON, 75019 PARIS 19"
PME,"[48.862011, 2.382213]",1 ou 2 salariés,1,31891899200054,31891899200054,1,75011,1,1980-02-01,2015-04-01,COMMUNAU ACCCUEIL SITES ARTISTIQUES,"47 RUE SERVAN, 75011 PARIS 11"
Non productif,"[43.439367, 3.262522]",Etablissement non employeur,-1,85267171800017,85267171800017,1,34290,0,2019-06-26,2019-06-26,COMPAGNIE FCCB,"41 AVENUE DU CHATEAU, 34290 ESPONDEILHAN"
PME,"[43.61685, 1.408356]",Etablissement non employeur,-1,38944347400033,38944347400033,1,31200,1,1992-11-01,2012-01-30,LES PRODUCTIONS DU VENDREDI,"105 ROUTE DE BLAGNAC, 31200 TOULOUSE"
Non productif,"[48.866464, 2.332503]",Etablissement non employeur,-1,81230423600019,81230423600019,1,75001,0,2015-06-05,2015-06-05,ASSOCIATION DES SPORTS DE PLEINE NATURE DE PARIS,"23 RUE DE LA SOURDIERE, 75001 PARIS 1"
PME,"[48.881235, 2.310208]",1 ou 2 salariés,1,34269201900066,34269201900058,0,75017,1,1987-08-04,1999-04-01,ASSOCIATION JEAN MONNET,"9 RUE GEORGES BERGER, 75017 PARIS 17"
Non productif,"[48.841552, 2.349347]",Etablissement non employeur,-1,79896504200012,79896504200012,1,75005,0,2013-10-30,2013-10-30,REUSSIR ILE DE FRANCE,"2 RUE JEAN CALVIN, 75005 PARIS 5"
Non productif,"[48.843379, 2.286068]",Etablissement non employeur,-1,49099758200013,49099758200013,1,75015,0,2006-04-07,2006-04-07,ASS NATIONALE POUR LA PROTECTION DE LA MEMOIRE DES VICTIMES DE L'O.A.S.,"106 RUE DE LOURMEL, 75015 PARIS 15"
Non productif,"[48.819246, 2.320684]",Etablissement non employeur,-1,89092765000014,89092765000014,1,92120,1,2020-11-09,2020-11-09,COMPAGNIE L'ARTISANIE,"22 RUE EDGAR QUINET, 92120 MONTROUGE"
Non productif,"[48.849555, 2.377514]",Etablissement non employeur,-1,81323957100017,81323957100017,1,75012,0,2014-07-03,2014-07-03,INAWORLD PRODUCTION,"2 RUE THEOPHILE ROUSSEL, 75012 PARIS 12"
PME,"[48.854001, 2.388808]",0 salarié,0,50738501100030,50738501100022,0,75011,1,2005-02-21,2011-03-07,COMITE MONDIAL POUR LES APPRENTISSAGES TOUT AU LONG DE LA VIE,"9 RUE NEUVE DES BOULETS, 75011 PARIS 11"
Non productif,"[48.711785, 2.211817]",Etablissement non employeur,-1,39325375200033,39325375200017,0,91120,1,1993-10-15,1993-10-15,MUSIQUE EN GRANDES ECOLES,"CAMPUS  POLYTECHNIQUE, 91120 PALAISEAU"
PME,"[48.86887, 2.385816]",Etablissement non employeur,-1,52964787700016,52964787700016,1,75020,0,2010-09-01,2010-09-01,EUROARTCITIZENS,"17 RUE JULIEN LACROIX, 75020 PARIS 20"
PME,"[48.858866, 2.540633]",1 ou 2 salariés,1,78954424400013,78954424400013,1,93330,1,2012-11-09,2012-11-09,ASSOCIATION NUEVO,"75 RUE DU GENERAL DONZELOT, 93330 NEUILLY-SUR-MARNE"
Non productif,"[4.5834667403682605,45.5503593]",Etablissement non employeur,-1,50323418900010,50323418900010,1,42800,0,2008-02-09,2008-02-09,TONGA TERRE D ' ACCUEIL,"ESPACE ZOOLOGIQUE, 42800 SAINT-MARTIN-LA-PLAINE"
PME,"[48.831832, 2.295756]",Etablissement non employeur,-1,49021450900039,49021450900039,1,75015,1,2003-07-09,2010-06-01,MUNCI,"22 RUE DE LA SAIDA, 75015 PARIS 15"
Non productif,"[48.881225, 2.328101]",Etablissement non employeur,-1,88979884900010,88979884900010,1,75009,0,2017-03-16,2017-03-16,LEVE-TOI & GRIMPE !,"3 RUE DE PARME, 75009 PARIS 9"
Non productif,"[48.830188, 2.304679]",Etablissement non employeur,-1,80147405700024,80147405700016,0,75015,0,2014-03-25,2014-03-25,PARISEURO,"19 RUE FIZEAU, 75015 PARIS 15"
PME,"[50.367763, 3.458937]",0 salarié,0,43177060100059,43177060100059,1,59494,0,2000-04-01,2018-01-11,LEA P. NING,"7 RUE PIERRE BROSSOLETTE, 59494 AUBRY-DU-HAINAUT"
PME,"[48.906466, 2.387482]",1 ou 2 salariés,1,40342235500046,40342235500046,1,93300,1,1993-01-15,2006-09-04,LES ANGES MI-CHUS,"77 RUE DES CITES, 93300 AUBERVILLIERS"
PME,"[48.848793, 2.364789]",Etablissement non employeur,-1,40241100300021,40241100300021,1,75004,0,1995-02-01,2010-06-07,INUKSUK,"10 BOULEVARD MORLAND, 75004 PARIS 4"
PME,"[48.676993, 2.340971]",1 ou 2 salariés,1,44302153000029,44302153000029,1,91600,1,2001-10-15,2018-09-02,COLLECTIF AUTRUCHE,"9 RUE VIGIER, 91600 SAVIGNY-SUR-ORGE"
Non productif,"[48.875882, 2.337042]",Etablissement non employeur,-1,53923594500018,53923594500018,1,75009,0,2010-08-03,2010-08-03,UNION DES COMMUNAUTES JUIVES DE FRANCE,"19 RUE ST GEORGES, 75009 PARIS 9"
Non productif,"[48.886419, 2.196709]",Etablissement non employeur,-1,81160770400012,81160770400012,1,92000,0,2015-02-08,2015-02-08,EVOLUTION D'HAITI,"165 RUE ABDELMALEK SAYAD, 92000 NANTERRE"
PME,"[48.875276, 2.389852]",Etablissement non employeur,-1,79083226500025,79083226500017,0,75020,0,2012-11-05,2012-11-05,JUSTE APRES,"140 RUE DE BELLEVILLE, 75020 PARIS 20"
Non productif,"[48.868486, 2.378091]",Etablissement non employeur,-1,80923891800027,80923891800019,0,75011,0,2014-07-28,2014-07-28,LES AMIS DU PITCH ME,"6 RUE DE VAUCOULEURS, 75011 PARIS 11"
PME,"[48.880978, 2.335937]",Etablissement non employeur,-1,35389382900021,35389382900021,1,75009,1,1990-01-09,2010-01-19,EGG'S ECHO,"54 RUE JEAN BAPTISTE PIGALLE, 75009 PARIS 9"
Non productif,"[42.671898, 2.890472]",Etablissement non employeur,-1,81907004600027,81907004600019,0,66100,0,2016-02-23,2016-02-23,ASSOCIATION MEDECINE POUR TOUS,"10 RUE DU DOCTEUR BAILLAT, 66100 PERPIGNAN"
PME,"[48.884986, 2.407126]",3 à 5 salariés,2,43832114300028,43832114300010,0,93310,1,1999-07-17,1999-07-17,COMPAGNIE AH,"23 RUE EMILE ZOLA, 93310 LE PRE-SAINT-GERVAIS"
PME,"[48.884357, 2.44377]",6 à 9 salariés,3,75193834100037,75193834100037,1,93130,1,2011-09-19,2020-09-01,COMPAGNIE PLIEZ BAGAGE,"91 RUE DE ROMAINVILLE, 93130 NOISY-LE-SEC"
Non productif,"[48.865081, 2.350549]",Etablissement non employeur,-1,81917372500014,81917372500014,1,75002,0,2015-10-19,2015-10-19,L ABEILLE DU 2,"23 RUE GRENETA, 75002 PARIS 2"
PME,"[48.893526, 2.801508]",Etablissement non employeur,-1,82377548100018,82377548100018,1,77700,0,2016-11-24,2016-11-24,COMPAGNIE A TOUT VA,"27 RUE DES TAMARIS, 77700 COUPVRAY"
Non productif,"[48.843781, 2.279946]",Etablissement non employeur,-1,75179454600026,75179454600018,0,75015,0,2011-11-23,2011-11-23,ASSO ETUDIANTS EGYPTIENS EN FRANCE,"54 RUE SEBASTIEN MERCIER, 75015 PARIS 15"
Non productif,"[48.882435, 2.293045]",Etablissement non employeur,-1,79290555600017,79290555600017,1,75017,0,2013-04-12,2013-04-12,L'ATELIER IDA ASSOCIATION POUR LES ATELIERS A L'ECOLE,"175 BOULEVARD PEREIRE, 75017 PARIS 17"
Non productif,"[48.832514, 2.366934]",Etablissement non employeur,-1,50766484500017,50766484500017,1,75013,0,2008-06-09,2008-06-09,FESTIVALS DES MUSIQUES SACREES  DE PARIS,"61 RUE DUNOIS, 75013 PARIS 13"
